StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Pol_ID,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_1,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_2,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_3,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_4,time_First Click,time_Last Click,time_Page Submit,time_Click Count,oe_5,opin_1,opin_2,opin_3,opin_4,opin_5,opin_6,opin_7,opin_8 ,opin_9,demo_1 ,demo_1 _8_TEXT,demo_2 ,demo_2 _5_TEXT,demo_3 ,demo_4 ,demo_5,demo_5_6_TEXT,demo_8 ,demo_8 _5_TEXT,demo_9 ,demo_10,demo_11 ,USBorn,USBorn_2_TEXT,hon_1,hon_comments ,PROLIFIC_PID
10/4/2023 18:14,10/4/2023 18:25,0,100,659,1,10/4/2023 18:25,R_3J8Hmpt1HKxBWe3,5b217fb47ba82c00019ed95a,20.253,20.253,91.729,1,Manufacturing and then computing. Banking and financial markets. ,5.922,219.264,226.778,19,"We have more money in general than they do. China started manufacturing all sorts of things,  including computer chips which has gained them so much power in the world ",14.372,14.372,71.743,1,"A lot of it cane from slaves, or poor people who needed to make money to live ",5.651,5.651,89.501,1,"Gases from manufacturing, cars, from oil companies. ",4.479,43.51,53.964,4,Temperatures rising. Ice packs on both poles melting. Oceans eising,8,8,8,8,7,8,7,8,1,6,,1,,8,2,2,,1,,,1,,1,,2,,5b217fb47ba82c00019ed95a
10/4/2023 18:21,10/4/2023 18:26,0,100,306,1,10/4/2023 18:26,R_2ZKatXT6Wn5exqB,5e360b19cd9d165b0a68a76a,4.674,46.309,53.583,2,"High standards of living in Western nations, such as the United States and France, result from factors like industrialization, market-oriented economies, education, political stability, resource access, infrastructure, social welfare, global trade, and cultural emphasis on entrepreneurship and work ethic. Nonetheless, disparities persist, and conditions can change.",1.855,54.454,58.411,8,"Some countries like the United States and Britain are much wealthier than others like Haiti and Indonesia because of a bunch of reasons. In the past, richer countries often took over poorer ones, which set them on a different path. Also, things like having lots of natural resources, good government, and education can make a big difference. Plus, being part of the global economy and having stable politics help. These factors are all connected and can be hard to change, but it's important to work on them to reduce wealth differences between countries.",1.535,33.945,37.49,4,"During the Industrial Revolution, Western nations like Britain got raw materials such as cotton and rubber mainly from their colonies and by trading with other countries. They used improved technology and farming methods to produce more of these materials. This allowed them to boost their industrial production and become economically powerful, but it often came at the expense of their colonies and local traditions, causing problems like exploitation and cultural changes.",2.187,2.187,27.328,1,"Global warming, greenhouse gasses",1.86,1.86,21.948,1,"Icecaps melting, change in weather patterns, more natural disasters",7,7,7,6,5,6,4,4,3,2,,2,,7,4,2,,1,,,2,,1,,1,,5e360b19cd9d165b0a68a76a
10/4/2023 18:20,10/4/2023 18:26,0,100,402,1,10/4/2023 18:26,R_1hLxiP5xPpcv7xV,651d6d2e19e50e96ef34e544,6.92,13.395,70.297,4,"Hard work. Access to immense natural resources, education, and drive and fortitude.",2.587,8.844,69.155,3,Long-term business and natural resources.,9.85,17.95,39.268,2,"
During that period of time, use of sheep or slave labor to provide raw materials for the industrial revolution",6.624,33.157,35.625,2,Nature just doing it’s thing,3.881,3.881,24.408,1,"Crop loss, migration of animals",3,6,3,2,2,2,2,2,5,5,,2,,7,5,4,,3,,,,2,1,,2,,651d6d2e19e50e96ef34e544
10/4/2023 18:23,10/4/2023 18:27,0,100,281,1,10/4/2023 18:27,R_dd7MFQg3jEe3ugx,60e4a68fea6bb239a06fc072,1.305,1.305,21.83,1,I have no idea,2,2,28.656,1,"how long they have been established, size, power, money, allies, education",4.973,4.973,21.603,1,in factories,3.536,3.536,21.94,1,"climate change, global warming, ozone breaking down",1.768,1.768,22.053,1,"melting of ice caps, higher temperatures, animals dying or migrating",6,7,7,3,4,4,3,4,4,6,,1,,8,3,3,,3,,,,1,1,,2,,60e4a68fea6bb239a06fc072
10/4/2023 18:23,10/4/2023 18:28,0,100,258,1,10/4/2023 18:28,R_22xkRIk58zfkZ29,5fd5a01f252edc42142d10c8,2.828,2.828,40.666,1,Probably a lot of scientific research to actually discover things and reach standards of living. Good access to materials to build things. Recovering from political instability,2.148,2.148,42.33,1,"Presence of natural resources, investment in education and services, past/present geopolitical disadvantages, presence of a functioning government",1.753,1.753,28.105,1,"sometimes growing it, sometimes trading for it, sometimes taking it from other places by force",2.073,2.073,22.615,1,Increasing carbon dioxide in atmosphere trapping heat caused mostly by human activity.,1.352,1.352,28.952,1,Changes in weather. Oceans become warmer and habitats of animals change. Melting ice caps release more water.,6,7,7,5,3,6,4,6,2,6,,1,,7,5,2,,1,,,2,,1,,2,n/a,5fd5a01f252edc42142d10c8
10/4/2023 18:19,10/4/2023 18:28,0,100,533,1,10/4/2023 18:28,R_2PcCcXQCweDV5uB,6150c121d880e0e4a582a701,5.888,48.7,81.503,3,I believe colonization of other lands and people helped  Western nations with obtaining higher standards of living. Also the industrial revolution ,5.094,63.801,64.301,2,They have more organized government and infrastructure vs other countries. They also likey gained much wealth and power via wars of the past ,21.294,71.224,73.7,5,Slavery for some places and cheap exploitive  labor practices to obtain materials ,12.143,112.737,113.3,2,The ozone layer is thinning or depleted now from industry..factory farming ..and other pollution sources . It damaged the ozone layer I think which protected us better from the sun. With it thinning it heats up the water and air ,2.327,2.327,69.301,1,Rising temperature leads to animals going extinct. Mass dying of sea life like coral reefs and extreme changes and shifts in weather patterns ,8,8,8,8,8,8,8,6,1,6,,1,,7,4,1,,1,,,1,,1,,2,,6150c121d880e0e4a582a701
10/4/2023 18:20,10/4/2023 18:28,0,100,513,1,10/4/2023 18:28,R_UQoboY03FgrqUgx,608266145ffbc0e6b8645b17,5.008,136.314,167.995,9,"I think the Industrial Revolution caused the higher living standards in these countries. From moving to an agrarian society to one of manufacturing, many things changed for western countries. People were used to having more things, especially more convenient things. They had more time and more money to invest in innovations and inventions, most of all indoor plumbing. As the manufacturing industry grew for these inventions, do did relative wealth, and the cycle continues from there. ",7.824,139.93,143.694,6,"I would again say the Industrial Revolution had huge resounding impacts on wealth distribution. When factory jobs became available, people had to work less hard for more money. Racism is another factor here though. As these industrialized countries made more things out of their own resources, they had trampled other places and took their intrinsic wealth for themselves. ",4.089,4.089,33.605,1,They often took them from places where they occurred naturally without compensation. ,5.045,15.056,33.361,3,"Carbon emissions from factories, use of fossil fuels, unsustainable business practices. ",1.569,1.569,40.205,1,"Rising oceans destroying coastal communities, loss of wildlife and disruptions to the food chain, massive extinction events. ",8,8,8,6,5,5,5,7,2,6,,1,,5,3,1,,3,,,,1,1,,2,,608266145ffbc0e6b8645b17
10/4/2023 18:18,10/4/2023 18:28,0,100,599,1,10/4/2023 18:28,R_2arGkpDeyPB7wAu,5e0725a64f849e0b70844e06,5.336,110.281,118.14,22,"I think the Industrial Revolution led to the high standards of living in the west. Also, possibly post World War II influenced contributed the high standard of living. ",6.405,62.363,76.351,10,"I think the form of government a country had, whether there is civil war or unrest, and the resources available to the country impact the earth of a country. ",2.628,14.885,38.747,6,I think they sourced goods from other countries if they were unable to produce it themselves. ,3.981,3.981,38.197,1,The amount of carbon dioxide or emissions on the planet is causing rising temperatures. ,1.63,1.63,30.341,1,The ice caps and glaciers are melting. Seas levels will rise flooding the land at the coast. ,7,8,8,6,3,3,5,5,3,6,,1,,7,2,2,,1,,,2,,1,,2,None at this time. ,5e0725a64f849e0b70844e06
10/4/2023 18:25,10/4/2023 18:32,0,100,424,1,10/4/2023 18:32,R_2CpjKkkgergULjy,64edec4681979c85f3c715ac,6.064,6.064,103.095,1,Different for different nations. High standard of wages often reflects strong currency compared to other nations with a smaller gaps in earning between employers,4.512,73.712,79.669,6,Britain/USA specifically has a strong currency that has been built up by utilizing the natural resources of other nations. They have been able to leverage this and human capital to help facility management with other nations.,21.59,31.365,37.067,2,Largely sourced them from other nations,5.615,5.615,29.966,1,Increased levels of CO2 in the atmosphere,1.661,39.011,39.6,2,"To much to right really, but increased heat causes ice to melt and plant life and animals to change.",4,4,4,6,6,6,2,3,5,6,,2,,7,3,3,,1,,,2,,1,,2,,64edec4681979c85f3c715ac
10/4/2023 18:26,10/4/2023 18:32,0,100,345,1,10/4/2023 18:32,R_3kyMgTcFBMfGxTL,63d90f4cab05e6783fa6668c,11.069,13.452,46.31,2,"These countries developed strong capitalist economies that fostered innovation, entrepreneurship, and competition. This economic prosperity allowed for the creation of wealth and a high GDP per capita.",5.967,33.485,37.467,2,"Many wealthy countries, including the United States and Britain, had extensive colonial empires in the past. They extracted resources and established trade networks that laid the foundation for future economic development.",1.829,85.343,90.391,4, Agriculture remained a fundamental source of raw materials during the Industrial Revolution,4.001,11.064,21.564,7,GLOBAL WARMING,2.919,2.919,21.225,1,HEAT WAVES,7,7,7,7,7,7,7,7,1,6,,2,,8,5,2,,2,,2,,,1,,2,,63d90f4cab05e6783fa6668c
10/4/2023 18:22,10/4/2023 18:33,0,100,650,1,10/4/2023 18:33,R_ujNQYkUKkrmqRDb,651d6fe1d73f38540262e0ff,12.549,12.549,85.194,1,"Public education 
Industrialization 
Literacy ",4.918,74.859,75.501,4,the economic powers exploited the less wealthy countries as they were discovered by mOre developed countries. ,9.812,9.812,85.9,1,Raw materials were sourced from the most affordable locations for the greatest profit margins.,2.735,67.472,82.37,5,global warming caused by greenhouse gasses generated by the use of fossil fuels.,1.91,1.91,88.901,1,"rising sea levels
Coastal erosion
More extreme weather
Severe droughts
Severe flooding
Possibly mass starvation",8,8,8,8,4,8,5,5,1,6,,2,,7,4,2,,1,,,1,,1,,2,global climate change is a critical issue for our planet and getting that message across to all peoples is crucial to the success of our efforts to reverse global warming.,651d6fe1d73f38540262e0ff
10/4/2023 18:29,10/4/2023 18:33,0,100,262,1,10/4/2023 18:33,R_8dMYqIgY8tthhHH,6400d916e410c86255a45836,6.881,6.881,28.214,1,Government changes?,5.183,61.879,64.435,5,The can make tech and objects others can't to trade for wealth. Also have the army might to not be taken advantaged of.,13.506,13.506,29.117,1,Mining and farm work.,2.181,27.644,33.185,5,Greenhouse gases.,1.916,1.916,21.847,1,The earth will overheat and life will die.,6,4,7,6,7,6,6,7,1,6,,1,,5,3,1,,1,,,1,,1,,2,,6400d916e410c86255a45836
10/4/2023 18:29,10/4/2023 18:33,0,100,263,1,10/4/2023 18:33,R_3JyK6jgStGCM6DI,5c5c605231c89c0001bae560,7.533,7.533,32.461,1,"Imperialism, basically. Taking what they wanted from the world for centuries.",1.9,22.383,23.6,2,Imperialism and in turn slavery/subjugation of natives.,8.201,28.287,38.848,2,They took them from smaller countries and profited off of slavery.,2.636,2.636,26.501,1,Green house gases filling the atmosphere due to human consumption and industrialization ,1.446,1.446,25.456,1,We are all going to die eventually. Ecosystems are breaking down and the weather is extreme.,8,8,8,7,4,7,5,6,2,6,,2,,7,4,1,,1,,,1,,1,,2,,5c5c605231c89c0001bae560
10/4/2023 18:24,10/4/2023 18:34,0,100,604,1,10/4/2023 18:34,R_24H0Jd2AphXE1l5,650e7633516cf2c438bbedb2,4.95,116.398,165.587,5,"Multiple movements concerned with the rights of everyday people and what their government should provide for the. Events like the French Revolution, as well as the American Revolution, and the philosophy brought about during the Age of Enlightenment all coalesced to make Westerners feel like their governments all owe them a certain standard of living in exchange for their taxes and following the laws and standards set forth by said government. ",2.917,2.917,98.382,1,"Britain enjoys more wealth than other certain countries due to the former colonial empire which she presided over. Many of these former colonies had their resources stripped, their populations decimated, and their cultures suppressed, and these systems continue to have effects on the countries which were a part of these colonial systems, even centuries on.",8.033,89.785,107.828,5,"Slave labor, indentured labor, and other systems which negatively impacted the common people (eg mines with dismal conditions, textile mills, etc.) provided the bulk of the raw materials needed for industrialization.",2.442,2.442,45.941,1,"Buildup of greenhouse gasses released from industrial processes creating a ""greenhouse effect"" in the planet's atmosphere. ",1.767,1.767,38.875,1,"Species going extinct, more volatile weather patterns, melting of polar ice, famine and crop failure, etc",8,8,8,8,8,8,8,8,2,6,,1,,5,3,1,,1,,,1,,1,,2,"My field of study is Western History in the Early Modern Period, so this study happened to coincide with my pool of knowledge ",650e7633516cf2c438bbedb2
10/4/2023 18:10,10/4/2023 18:34,0,100,1482,1,10/4/2023 18:34,R_5oQquJaVgAWTyFz,61112db8ab8c64a2c49841dc,3.544,254.139,292.222,2,"I'm unsure of the specific factors, and I would guess it depends on what is defined as ""highest standards of living."" I would guess more generally that following the significant period of colonialism that many of these countries took part in, they established a sense of authority over many other countries that affected how we see commerce and military presence today. Given that these western nations were considered military powers, this may have influenced commerce and allowed these countries to develop significant wealth, and thus spend money on institutions central to maintaining higher standards of living.",4.024,140.275,268.986,3,"Similarly, I think the earlier colonization likely played a big role in country wealth. Although I'm unsure of the wealth disparity between such countries, I would guess that earlier perceptions of certain countries as stronger in terms of military forces gave the appearance of strength, in turn influencing how some countries benefit from the global market. I believe this also influenced global perceptions of some countries. For example, if a large market believes that the US is superior for certain reasons, they may believe products and services that come from there are more sought out, driving up prices. Overall, I believe lasting perceptions and consequences from colonization created a snowball effect that still informs today how countries are perceived.",13.748,323.153,330.101,13,"I'm less sure of other countries, but the US was able to source raw materials largely through the use of enslavement/involvement in the slave trade. Even after slavery was no longer legally recognized in the US, much of the sourcing of materials and production of industrial goods came through the use of free/cheap labor of immigrants, such as the widespread use of unsafe working conditions for immigrants in the US to build the railroad system. ",3.179,159.607,194.814,8,"I believe there are many different factors that likely contribute to rising temperatures on earth. For one, there may be a natural process throughout millions of years that causes global temperatures to fluctuate. In addition, increase carbon emissions have contribute to changes (I believe both rising and lowering) in the temperature. As the world become more industrial, the more widespread use of large factories, cars, etc. contributed to these increase emissions that have impacted the ozone layer of earth.",2.228,208.457,251.783,6,"Global changing temperatures have had, and continue to have, a large impact on the earth's ecosystem. Natural climates have changed, such as colder climates warming and melting ice caps. In addition, the change in temperature has seen unusual weather patterns in many parts of the world, such as increased flooding on coastlines or increasing wildfires.",7,8,7,7,6,7,5,7,2,6,,1,,8,4,2,,1,,,1,,1,,2,,61112db8ab8c64a2c49841dc
10/4/2023 18:29,10/4/2023 18:34,0,100,324,1,10/4/2023 18:34,R_3R93087fii3nUjm,608be57ba4025055968e84a0,9.128,24.993,35.102,3,Industrialization and globalism.,4.218,64.435,79.398,7,"Industrialism, globalism, stronger economies, advancements in technology, and corporations.",12.546,16.412,24.781,2,They used slaves then machines ,3.199,32.476,38.467,2,"Climate change due to the earth’s always changing climate, not manmade.",2.347,19.368,33.325,2,"Better weather, rising sea levels, displacement of people close to the water or sea",2,2,2,2,2,2,2,2,5,6,,2,,9,5,5,,2,,1,,,1,,2,,608be57ba4025055968e84a0
10/4/2023 18:15,10/4/2023 18:35,0,100,1159,1,10/4/2023 18:35,R_2R3sKHNwIMZVPgJ,641319b8fbec2db7b9736f35,164.422,172.995,249.281,2,"Industrial growth, education and hard work",10.951,90.978,91.67,2,"Resources, high moral and education standards, medical breakthroughs and laws for cleanliness",107.979,107.979,117.897,1,Imports,15.767,15.767,48.407,1,"Less trees, more asphalt, more chemicals",7.047,7.047,103.699,1,"Temperature changes have been cyclical since the beginning of time, they result in weather changes and can cause extinction of some species ",2,8,3,2,3,2,2,2,4,6,,1,,6,4,5,,3,,,,3,1,,2,,641319b8fbec2db7b9736f35
10/4/2023 18:24,10/4/2023 18:35,0,100,632,1,10/4/2023 18:35,R_2dmWvEaLxxu6GXz,611112142433b5e95c84acd9,9.314,66.197,72.641,8,these nations exploited human labor from other areas of the world for their own good and then let capitalism run largely unchecked creating better but more expensive goods,16.311,58.865,69.493,4,"'-forced exploitation of human labor 
-systemic oppression
-individualistic culture",7.957,50.793,54.703,6,stealing raw materials from other nations,1.392,1.392,78.977,1,"increased use of fossil fuels, farming and machinery
refusal by countries and big corporations to regulate their emissions",3.37,109.509,124.642,2,"rising ocean temperatures, increased natural disasters, loss of animals and plants ",8,8,8,8,8,8,8,8,1,6,,1,,7,3,1,,1,,,2,,1,,2,,611112142433b5e95c84acd9
10/4/2023 18:29,10/4/2023 18:35,0,100,340,1,10/4/2023 18:35,R_3MtXjhIWSr8UYDa,63d803fe12fac7c6d3d14012,3.509,3.509,28.978,1,Imperialism and capitalist exploitation of workers at home and especially abroad. ,3.237,3.237,33.792,1,Countries like Haiti and Indonesia had their resources exploited by imperialist powers like the US and Britain.,3.077,10.644,112.47,6,"The US was able to do this largely through the genocide and displacement of Native American groups and through conquest of the North American continent and elsewhere. The British used a wide variety of different types of colonial exploitation from directly taking over areas to using exploitative trade and trading companies, to economic domination as seen with the Ottoman and Qing empires.",1.863,1.863,36.145,1,Man-made CO2.,10.041,10.041,21.97,1,"Soil erosion, rising sea levels, climate instability.",8,8,8,8,8,8,8,8,1,6,,2,,8,2,1,,1,,,1,,1,,2,,63d803fe12fac7c6d3d14012
10/4/2023 18:29,10/4/2023 18:35,0,100,381,1,10/4/2023 18:35,R_2wgGL3oeVmTWlDZ,5ddb41e0ed3649a9c1fc68e6,10.967,10.967,43.371,1,vaccinations and garbage pickup,6.823,6.823,63.492,1,lots of entrepreneurs and stable forms of government,9.215,9.215,47.98,1,from their colonies and poor parts of the world,3.099,3.099,29.968,1,accumulation of carbon dioxide,2.014,2.014,20.735,1,rising oceans and people displacement,8,8,8,6,6,6,6,6,2,6,,2,,7,1,2,,1,,,1,,1,,2,,5ddb41e0ed3649a9c1fc68e6
10/4/2023 18:31,10/4/2023 18:35,0,100,271,1,10/4/2023 18:36,R_3k0oR7acxgnk3Zf,5f24990f4f9b0c0999492651,4.089,4.089,25.908,1,Industrial revolutions and colonialism/slavery.,3.773,3.773,21.475,1,Industrial revolutions and colonialism/slavery.,10.887,10.887,47.391,1,They used slaves to produce the raw materials and they colonialized countries that had resources.,2.235,2.235,29.004,1,Carbon emissions increasing mostly due to human waste.,1.384,21.467,21.955,2,Rising sea waters and hotter temperatures will make many places uninhabitable. ,8,8,8,5,6,8,5,5,2,6,,2,,8,4,2,,3,,,,1,1,,2,,5f24990f4f9b0c0999492651
